"nmadb_id","id","id_old","id_mod","is.star","cor_ability_pscore","cor_ability_pbv","cor_ability_PReTA","cor_ability_pswd","cor_prbs_pscore","cor_prbs_pbv","cor_prbs_PReTA","cor_prbs_pswd","cor_pscore_pbv","cor_pscore_PReTA","cor_pscore_pswd","cor_pbv_PReTA","cor_pbv_pswd","cor_PReTA_pswd","tau","avg_var","range","nS_nT"
482476,86,89,86,FALSE,0.962535302694622,0.736015400370187,0.957658296392533,0.955939062181895,0.772087223039257,0.625150709481686,0.805412546832824,0.799354235286537,0.843956551207154,0.987935405582242,0.995469713669669,0.832467913650153,0.86031847278337,0.994956525746787,0,0.0850769888152965,0.956328139440689,170.111111111111
482519,87,90,87,FALSE,0.972959938375439,0.885767020198907,0.981141335495629,0.986322995218301,0.892289213736025,0.910804000099134,0.888551391397979,0.928593946647037,0.867387502671523,0.988402058567827,0.993583690071943,0.843263749579135,0.903374028195346,0.989161782131441,0.220777143443583,0.0753113720308901,0.77980184605552,400.857142857143
482521,88,91,88,TRUE,0.955275017448148,0.813733723053548,0.957674757031253,0.964102416403274,0.805798020806418,0.6482185862402,0.889115561008833,0.853705586518253,0.901052765006044,0.938790900181758,0.979021575098531,0.924632001394875,0.938797149903986,0.988593571922264,0,0.306909611288357,0.981958252051525,442.75
482522,89,92,89,TRUE,0.959685282485762,0.652019713447406,0.94887091979691,0.940305027119817,0.942258667924195,0.699057476550077,0.994721784014425,0.952391595463847,0.83819958286448,0.960538111614132,0.994408787525157,0.768341698185877,0.86604097011442,0.974659988331068,0,0.0527562532433413,0.632111709539787,455.75
482527,90,93,90,FALSE,0.926815605473028,0.813814783995569,0.843365389590335,0.819020419949684,0.914561125014494,0.945818152381996,0.870729269366096,0.936506345490422,0.859340615796896,0.966838659447558,0.889331653006119,0.88545484677851,0.993825673930305,0.92792768671037,0,0.00690787467048831,0.924471861938398,994
482576,91,94,91,FALSE,0.964464277142636,0.770539539662704,0.959727720150956,0.954051858575816,0.930086888086121,0.964225989788947,0.802180843293201,0.935920169894862,0.879014178978129,0.962280354407795,0.999217936546455,0.718948903736605,0.894614552583397,0.953551425499794,0,0.0574992029407826,0.736192222384907,416.6
482734,92,95,92,FALSE,0.956884698214258,0.644345577140448,0.966913398473341,0.933736499483119,0.923386966694906,0.691427549510575,0.993122986464449,0.921700056986991,0.829820780683592,0.960239766755847,0.995489080857135,0.759642689876672,0.874313561404154,0.960751488563637,0.257979501836438,0.0317839395344133,0.703081127155712,692.25
501192,93,96,93,TRUE,0.83766548050778,0.35742348435774,0.8035762491565,0.808243436645357,0.88997072771307,0.46358928393826,0.915186132749036,0.874523694075391,0.732067416870739,0.986529175248178,0.998223952333371,0.672769804987554,0.769213502276255,0.983358269221889,0.796677618403563,1.12480003254883,0.891559777284942,194.5
501194,94,97,94,FALSE,0.76439695686289,0.294728511860538,0.788395243463267,0.708244528659047,0.81464769626374,0.421419544637956,0.834043968461406,0.780706319357672,0.648834920334242,0.988549238910346,0.990521136069897,0.568052893515755,0.73637329982961,0.97106420210126,0.650878421522643,0.362181182086706,0.951310716719997,1667.70588235294
501197,95,98,95,FALSE,0.922596410742398,0.633068639364292,0.921832270170006,0.923615340077699,0.922596410742398,0.633068639364292,0.921832270170006,0.923615340077699,0.803846742693065,0.977938796227351,0.962980294179151,0.737677092463261,0.877699485988985,0.941662326314414,0,0.120020061594338,0.983988398540347,5326.2
501207,98,101,98,FALSE,0.984382328898755,0.575045647474207,0.915935842695437,0.977311202957667,0.776987538290601,0.974382568909234,0.616535857119906,0.820200273349055,0.632221163290107,0.92789980293847,0.99690750830453,0.429021594591184,0.682920797845065,0.922526224455895,0.249370403252803,0.126409675044012,0.824172770471033,1295.75
501209,99,102,99,FALSE,0.896973547037995,0.898501851110875,0.828938460992007,0.924144476624909,0.654498999347519,0.998193075857131,0.527478291772302,0.698113069874166,0.66601648390181,0.979802261846869,0.997185341187375,0.539630291563993,0.709044280103546,0.97199828553808,0.565492988936046,0.570893412417381,0.924354630844151,240.181818181818
501214,101,104,101,FALSE,0.941664118217982,0.570924304224683,0.88737253703968,0.88398412423498,0.652871884537485,0.696243767401011,0.63601079176809,0.709206766466046,0.775642963973296,0.975126611185131,0.986595307472444,0.725726443913295,0.86463729425502,0.960546165886914,0.283113305500247,0.126261486327503,0.931581700080292,627.090909090909
501215,102,105,102,FALSE,0.987929615298068,0.626012411515249,0.928278860552796,0.987491006449916,0.879805482638708,0.758623274378228,0.870460381698633,0.921883431637669,0.706685910903387,0.924662615466983,0.990776053600511,0.6139891566259,0.684577027554114,0.949990832549369,0.135209098772229,0.045803313214246,0.924603134122536,1505.42857142857
501224,103,107,103,FALSE,0.943491668801718,0.514750746664909,0.890007131402238,0.924621326411181,0.772853097625719,0.958694308270455,0.62324083882107,0.813761588484229,0.707067210951571,0.949821049879813,0.996019474111099,0.525989068449552,0.762882616737014,0.923728159773425,0,0.166231881394365,0.94026818447065,1609
501226,104,108,104,FALSE,0.845609594949799,0.43242338606557,0.747109684132771,0.743797153515959,0.845609594949798,0.43242338606557,0.747109684132771,0.743797153515959,0.838125873278019,0.985294332700889,0.985654689662291,0.901523763814965,0.915510856882446,0.997349840044157,0.381003301215863,0.131337247163698,0.817444474224634,291
501227,105,109,105,FALSE,0.933118175881865,0.453121433654004,0.965826950665285,0.86966021343087,0.775151803089276,0.43903799685136,0.775781480263562,0.709153976145504,0.686141450127535,0.984736303079939,0.970859626934482,0.616663485357512,0.813162371815137,0.958341563475614,0.0938679788091403,0.100538513658519,0.978592348501786,2890.25
501232,107,111,107,FALSE,0.813739256447963,0.479021937207897,0.704087422447208,0.731165954516116,0.945835879533463,0.75048912680582,0.884512684504663,0.941170391159845,0.781221929521096,0.965997027590845,0.987380262558316,0.694348102227823,0.844551226684247,0.962743116589262,0.0481477229956322,0.0029320420946598,0.907138354051449,2082.25
501235,108,112,108,FALSE,0.893685339658576,0.952022686690322,0.822963177496504,0.957608897881557,0.763166278396095,0.996349613723296,0.69068293229144,0.986346029348153,0.776633174004352,0.983361518366989,0.8148325237682,0.714377712683599,0.995961683114723,0.761210782117308,0.0802769104079516,0.00619890702486063,0.81657011327421,1639.85714285714
501236,109,113,109,FALSE,0.92868451065174,0.257745068263528,0.922132051554359,0.897977323934467,0.746564601749517,0.0486592943583957,0.826438199222927,0.701440657973005,0.592685949717006,0.969105174414811,0.996543880598593,0.509501152725278,0.651999718938653,0.95530830872303,0.106315068101125,0.369309785088372,0.988253750982978,2578.88888888889
501243,110,114,110,FALSE,0.463153144548376,0.234213990486447,0.50568808537007,0.424951958736877,0.461249560387085,0.18798404656764,0.499414191576099,0.414312523148519,0.778057767477316,0.989587673313925,0.96602362072778,0.692889313950667,0.910931562509327,0.924711312659627,0,0.335544871905266,0.978661888903573,404.428571428571
501250,111,115,111,FALSE,0.974904522277614,0.557385895580469,0.92349023790473,0.965183364267416,0.878353604558031,0.925826158593705,0.691146085884139,0.901807250984882,0.68359544007197,0.89837841908694,0.992546563114187,0.441192922596676,0.736363510380156,0.893942964664306,0.100428233601055,0.026740702620417,0.795045600940045,12658.125
501252,112,117,112,FALSE,0.888414864403405,0.997018114741905,0.945375746379902,0.994476572914962,0.886645177123832,0.996753257220122,0.918085354980851,0.976380952030788,0.895327460409748,0.960611402526179,0.922946290040286,0.93976895846975,0.989829190974735,0.973492909531283,0.062078395540191,0.0743052064149475,0.973632161427291,5046.42857142857
501253,113,118,113,FALSE,0.914279722470769,0.920056249096495,0.891604221969916,0.91689428782823,0.550230215366444,0.774279370090051,0.466623392610655,0.5587201579716,0.884381355366323,0.990564977152369,0.999650138703311,0.822242816566648,0.892318314012441,0.988411837635621,0.34873096750062,0.226583443602372,0.921791498586746,612.363636363636
501256,115,120,115,FALSE,0.93166200936696,0.496635757783978,0.889404211307547,0.937792663096767,0.934362838454505,0.64045213501384,0.916960782712862,0.896458215355685,0.751343981844452,0.923221904189369,0.987927913935413,0.518137109406673,0.764342341701432,0.861728476301982,0.14240407655154,0.00980360091089111,0.63552102674008,5881.6
501257,116,121,116,FALSE,0.926071257827837,0.519459654718746,0.91633130737834,0.820903849289214,0.988697796087516,0.736039333477075,0.962531780958085,0.968781748822194,0.756663929833336,0.974086035768717,0.975100109628022,0.644588806479306,0.858845297796385,0.93808698434912,0.115130715690122,0.00612647161962207,0.6627823132986,30050
501261,117,122,117,FALSE,0.922686921983574,0.774496055703695,0.93222951243681,0.974263526364119,0.828779695121436,0.790884502991789,0.859282552929191,0.929784052800308,0.706926588436917,0.965519788582007,0.95966257050052,0.686950151550782,0.800926268371525,0.97971760192615,0.15329815952688,0.0586350444831223,0.914636304737126,565.9
501263,118,123,118,TRUE,0.94231705713811,0.477563405933064,0.963294306387787,0.902015045031895,0.838842332868963,0.285870764579924,0.876861447747552,0.771771082173788,0.710856199525073,0.997011157870526,0.986734671410476,0.659796069975555,0.805726439602812,0.975174748424038,0.278533399629229,0.398503123106181,0.93940438160812,3593.2
501268,120,125,120,TRUE,0.878048389763921,0.635562553762638,0.887726491965824,0.814143804352773,0.917350426906619,0.668335112702,0.918410534444334,0.862943827425911,0.905971212302959,0.999372997401554,0.991868619529222,0.90026840274008,0.950120924714504,0.989232628989519,0.432677321586202,0.15170814234572,0.746070042244747,543.6
501272,121,126,121,FALSE,0.629948502616209,0.170115406174648,0.494670726753519,0.381171790266706,0.629948502616208,0.170115406174647,0.494670726753519,0.381171790266706,0.624480453401898,0.978743149946734,0.765320591109776,0.574842216149977,0.969160889631349,0.696341065610126,0.0967270824308117,0.0166842328541574,0.969286304368227,1440.28571428571
501281,122,127,122,FALSE,0.906514214325809,0.469653678372895,0.841032388812935,0.881600646009951,0.833097761294891,0.90840111016145,0.771712055573335,0.870391225341598,0.675440890176423,0.970763258874701,0.996184330979867,0.558807146132799,0.735421540177281,0.957470512399276,0.903726117629616,0.502704687086477,0.892910308974525,829.555555555556
501283,123,128,123,FALSE,0.816167247065336,0.424855584137298,0.752931664405344,0.682520546870891,0.667835727833113,0.899038440749354,0.497598661079016,0.844462710626672,0.608156851331449,0.94758064774237,0.878460215219313,0.361391822991436,0.906045153408798,0.693712612016093,0.0768101137266371,0.024459451637884,0.984871336776798,374.882352941176
501287,124,129,124,FALSE,0.909877677847062,0.863943514154899,0.934598611960631,0.933961583815898,0.65029840558495,0.584704715113302,0.690577665197836,0.682018228468104,0.898412825743001,0.991720550663689,0.988858630962532,0.915736154011984,0.948761268135427,0.990956077784774,0.224034766861381,0.119947236964819,0.870203489930787,611.285714285714
501293,125,130,125,FALSE,0.668756016756762,0.150434204987432,0.2862544507315,0.579497912622978,0.495462606219671,-0.064402105810467,0.0748600257446955,0.391944302803705,0.830539702492986,0.900739923640737,0.991084544530819,0.990018439295773,0.89253446741436,0.946747030799399,0,0.564250772920655,0.995004877220244,8267.25
